year,district,DBN,school_name,enrollment,avg_grade_8_english_proficiency,avg_grade_8_math_proficiency,%_ELL,%_disability,%_self_contained,economic_need_index,%_temp_housing,%_HRA_eligible,%_asian,%_black,%_hispanic,%_white,student_attendance_rate,%_chronically_absent
2018,20,20K445,New Utrecht High School,3563,2.88,2.97,0.210,0.166,0.054,0.798,0.081,0.683,0.402,0.031,0.298,0.255,0.862,0.338
2018,20,20K485,High School of Telecommunication Arts and Technolo,1278,3.02,3.05,0.075,0.202,0.033,0.762,0.034,0.667,0.207,0.078,0.497,0.192,0.924,0.181
2018,20,20K490,Fort Hamilton High School,4582,3.12,3.09,0.148,0.143,0.042,0.736,0.070,0.618,0.271,0.038,0.313,0.361,0.899,0.284
2018,20,20K505,Franklin Delano Roosevelt High School,3061,2.76,2.72,0.334,0.143,0.049,0.872,0.152,0.737,0.384,0.112,0.323,0.173,0.851,0.396
2018,20,20K609,Urban Assembly School for Criminal Justice,328,3.09,2.85,0.137,0.152,0.003,0.847,0.070,0.780,0.488,0.174,0.146,0.186,0.901,0.369
2018,21,21K337,International High School at Lafayette,337,1.85,2.39,0.864,0.036,0.000,0.969,0.353,0.703,0.356,0.047,0.326,0.261,0.901,0.298
2018,21,21K344,Rachel Carson High School for Coastal Studies,639,2.96,2.71,0.144,0.197,0.005,0.749,0.038,0.659,0.153,0.174,0.216,0.441,0.840,0.465
2018,21,21K348,High School of Sports Management,242,2.60,2.44,0.112,0.207,0.004,0.808,0.120,0.682,0.066,0.479,0.285,0.128,0.760,0.665
2018,21,21K410,Abraham Lincoln High School,1998,2.84,2.59,0.188,0.152,0.049,0.824,0.086,0.707,0.157,0.403,0.227,0.200,0.870,0.356
2018,21,21K468,Kingsborough Early College School,366,3.35,3.20,0.003,0.186,0.000,0.574,0.008,0.448,0.055,0.240,0.265,0.418,0.915,0.238
2018,21,21K525,Edward R. Murrow High School,3789,3.13,3.11,0.085,0.184,0.048,0.674,0.107,0.541,0.251,0.226,0.209,0.277,0.911,0.230
2018,21,21K540,John Dewey High School,2309,2.90,2.91,0.174,0.129,0.034,0.801,0.103,0.700,0.324,0.322,0.216,0.115,0.906,0.210
2018,21,21K559,Life Academy High School for Film and Music,303,2.88,2.59,0.069,0.218,0.003,0.774,0.106,0.670,0.119,0.360,0.343,0.152,0.862,0.420
2018,21,21K572,Expeditionary Learning School for Community Leader,347,2.94,2.80,0.199,0.210,0.003,0.804,0.110,0.692,0.179,0.182,0.343,0.256,0.836,0.478
2018,21,21K620,William E. Grady Career and Technical Education Hi,458,2.56,2.33,0.079,0.349,0.105,0.775,0.131,0.679,0.055,0.605,0.229,0.087,0.842,0.478
2018,21,21K690,Brooklyn Studio Secondary School,634,2.99,2.85,0.140,0.197,0.014,0.720,0.041,0.625,0.203,0.038,0.278,0.465,0.860,0.426
2018,22,22K405,Midwood High School,4058,3.53,3.54,0.032,0.108,0.023,0.656,0.074,0.548,0.356,0.273,0.125,0.221,0.929,0.185
2018,22,22K425,James Madison High School,3657,3.13,3.02,0.140,0.149,0.042,0.658,0.063,0.545,0.199,0.170,0.174,0.448,0.936,0.130
2018,22,22K535,Leon M. Goldstein High School for the Sciences,1011,3.81,3.92,0.005,0.167,0.037,0.446,0.018,0.321,0.239,0.081,0.096,0.573,0.953,0.088
2018,22,22K555,Brooklyn College Academy,622,3.57,3.46,0.008,0.119,0.002,0.556,0.031,0.447,0.098,0.672,0.117,0.043,0.953,0.109
2018,22,22K611,Origins High School,427,2.83,2.58,0.225,0.148,0.007,0.814,0.112,0.698,0.143,0.368,0.204,0.276,0.834,0.525
2018,23,23K493,Brooklyn Collegiate: A College Board School,271,2.62,2.25,0.066,0.273,0.000,0.810,0.162,0.694,0.011,0.830,0.125,0.011,0.857,0.454
2018,23,23K514,Frederick Douglass Academy VII High School,157,2.36,2.12,0.045,0.325,0.000,0.881,0.242,0.796,0.019,0.847,0.121,0.000,0.823,0.497
2018,23,23K644,Eagle Academy for Young Men II,363,2.54,2.53,0.011,0.223,0.000,0.723,0.107,0.601,0.008,0.890,0.085,0.008,0.890,0.321
2018,23,23K697,Teachers Preparatory High School,200,2.51,2.19,0.080,0.370,0.050,0.881,0.245,0.805,0.020,0.750,0.185,0.030,0.765,0.525
2018,24,24Q236,International High School for Health Sciences,307,2.17,2.26,0.723,0.023,0.000,0.938,0.254,0.622,0.261,0.042,0.616,0.072,0.870,0.353
2018,24,24Q264,Academy of Finance and Enterprise,598,3.12,3.14,0.043,0.137,0.005,0.690,0.047,0.595,0.256,0.043,0.515,0.145,0.925,0.244
2018,24,24Q267,High School of Applied Communication,417,2.90,2.68,0.072,0.177,0.000,0.670,0.034,0.573,0.113,0.089,0.607,0.153,0.886,0.367
2018,24,24Q293,Civic Leadership Academy,529,3.15,2.97,0.059,0.187,0.042,0.755,0.051,0.662,0.125,0.066,0.662,0.062,0.894,0.332
2018,24,24Q296,Pan American International High School,449,1.90,1.94,0.857,0.027,0.000,0.948,0.163,0.559,0.000,0.000,0.998,0.000,0.921,0.267
2018,24,24Q299,Bard High School Early College Queens,623,4.07,4.19,0.000,0.034,0.002,0.394,0.013,0.279,0.339,0.108,0.188,0.340,0.976,0.039
2018,24,24Q455,Newtown High School,1921,2.74,2.62,0.223,0.122,0.012,0.793,0.099,0.659,0.265,0.075,0.583,0.056,0.894,0.248
2018,24,24Q485,Grover Cleveland High School,1775,2.75,2.55,0.185,0.184,0.058,0.762,0.091,0.646,0.097,0.056,0.637,0.188,0.830,0.439
2018,24,24Q520,Middle College High School at LaGuardia Community,510,2.99,2.89,0.012,0.159,0.000,0.737,0.024,0.675,0.092,0.024,0.784,0.088,0.934,0.170
2018,24,24Q530,International High School at LaGuardia Community C,527,2.09,2.43,0.607,0.032,0.000,0.843,0.178,0.634,0.266,0.023,0.583,0.120,0.914,0.227
2018,24,24Q550,High School for Arts and Business,812,3.04,2.86,0.095,0.158,0.001,0.745,0.068,0.667,0.085,0.079,0.765,0.054,0.912,0.249
2018,24,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",497,3.07,3.06,0.054,0.165,0.000,0.678,0.028,0.594,0.201,0.048,0.604,0.133,0.925,0.190
2018,24,24Q585,Maspeth High School,1196,3.46,3.42,0.018,0.156,0.000,0.538,0.024,0.442,0.176,0.013,0.432,0.318,0.928,0.212
2018,24,24Q600,Queens Vocational and Technical High School,1546,2.96,2.93,0.074,0.169,0.054,0.764,0.049,0.691,0.111,0.049,0.782,0.057,0.903,0.216
2018,24,24Q610,Aviation Career & Technical Education High School,2084,3.42,3.61,0.030,0.131,0.039,0.683,0.041,0.591,0.369,0.044,0.453,0.098,0.973,0.047
2018,25,25Q240,Veritas Academy,558,2.89,2.76,0.090,0.179,0.066,0.712,0.065,0.618,0.158,0.127,0.575,0.100,0.879,0.367
2018,25,25Q241,Queens High School for Language Studies,427,2.98,3.07,0.267,0.059,0.002,0.776,0.052,0.644,0.588,0.091,0.272,0.026,0.941,0.182
2018,25,25Q252,"Queens School of Inquiry, The",329,3.33,3.22,0.030,0.140,0.009,0.531,0.021,0.429,0.374,0.164,0.237,0.195,0.940,0.173
2018,25,25Q263,Flushing International High School,442,1.90,2.50,0.830,0.020,0.000,0.946,0.219,0.613,0.475,0.009,0.468,0.038,0.885,0.335
2018,25,25Q281,East-West School of International Studies,349,3.10,3.37,0.069,0.140,0.011,0.684,0.034,0.590,0.599,0.138,0.201,0.046,0.922,0.228
2018,25,25Q285,World Journalism Preparatory: A College Board Scho,320,3.35,2.95,0.006,0.178,0.000,0.426,0.047,0.334,0.128,0.059,0.325,0.469,0.919,0.247
2018,25,25Q425,John Bowne High School,3601,2.85,2.75,0.169,0.146,0.044,0.757,0.071,0.648,0.292,0.186,0.445,0.054,0.853,0.391
2018,25,25Q460,Flushing High School,1692,2.73,2.53,0.228,0.140,0.042,0.784,0.104,0.639,0.168,0.206,0.574,0.030,0.834,0.448
2018,25,25Q525,Townsend Harris High School,1141,4.22,4.33,0.000,0.031,0.000,0.392,0.007,0.294,0.579,0.052,0.108,0.204,0.970,0.051
2018,25,25Q670,Robert F. Kennedy Community High School,756,2.88,2.83,0.116,0.160,0.012,0.702,0.025,0.616,0.362,0.127,0.349,0.134,0.888,0.329
2018,26,26Q315,Business Technology Early College High School,422,3.13,2.86,0.050,0.142,0.002,0.629,0.076,0.538,0.277,0.410,0.197,0.064,0.895,0.344
2018,26,26Q415,Benjamin N. Cardozo High School,3699,3.25,3.27,0.044,0.131,0.036,0.509,0.036,0.423,0.421,0.221,0.204,0.137,0.911,0.247
2018,26,26Q430,Francis Lewis High School,4557,3.34,3.46,0.101,0.136,0.046,0.595,0.045,0.489,0.565,0.061,0.210,0.157,0.928,0.183
2018,26,26Q435,Martin Van Buren High School,1174,2.76,2.50,0.124,0.114,0.023,0.670,0.089,0.549,0.297,0.441,0.168,0.038,0.875,0.355
2018,26,26Q495,Bayside High School,3024,3.19,3.24,0.073,0.178,0.036,0.532,0.055,0.433,0.429,0.119,0.266,0.178,0.927,0.202
2018,26,26Q566,"Queens High School of Teaching, Liberal Arts and t",1073,2.92,2.66,0.027,0.204,0.003,0.409,0.026,0.324,0.205,0.554,0.144,0.068,0.901,0.268
2018,27,27Q260,Frederick Douglass Academy VI High School,349,2.51,2.10,0.186,0.189,0.017,0.882,0.192,0.691,0.020,0.527,0.424,0.011,0.808,0.594
2018,27,27Q262,Channel View School for Research,522,3.05,2.70,0.019,0.130,0.004,0.644,0.027,0.563,0.077,0.475,0.307,0.128,0.881,0.406
2018,27,27Q302,"Queens High School for Information, Research, and",443,2.59,2.28,0.266,0.176,0.002,0.834,0.095,0.675,0.065,0.386,0.508,0.020,0.841,0.504
2018,27,27Q308,Robert H. Goddard High School of Communication Art,621,3.05,2.77,0.035,0.190,0.019,0.568,0.042,0.467,0.262,0.085,0.383,0.219,0.923,0.216
2018,27,27Q309,Academy of Medical Technology: A College Board Sch,421,2.73,2.34,0.166,0.162,0.000,0.794,0.076,0.656,0.076,0.413,0.447,0.036,0.845,0.495
2018,27,27Q314,Epic High School - South,329,2.78,2.40,0.088,0.179,0.064,0.672,0.079,0.571,0.274,0.340,0.283,0.033,0.835,0.503
2018,27,27Q323,Scholars' Academy,683,3.92,4.03,0.000,0.120,0.067,0.367,0.013,0.275,0.163,0.202,0.220,0.411,0.945,0.130
2018,27,27Q324,Rockaway Park High School for Environmental Sustai,303,2.67,2.27,0.086,0.244,0.030,0.797,0.109,0.723,0.043,0.465,0.343,0.096,0.801,0.610
2018,27,27Q334,Epic High School - North,390,2.79,2.51,0.062,0.144,0.003,0.673,0.049,0.567,0.244,0.159,0.428,0.062,0.828,0.587
2018,27,27Q351,Rockaway Collegiate High School,329,2.58,2.32,0.097,0.246,0.055,0.784,0.116,0.675,0.055,0.520,0.337,0.052,0.811,0.588
2018,27,27Q400,August Martin High School,334,2.44,2.10,0.081,0.222,0.006,0.759,0.132,0.668,0.102,0.686,0.138,0.012,0.825,0.511
2018,27,27Q475,Richmond Hill High School,1681,2.69,2.44,0.247,0.143,0.041,0.789,0.073,0.662,0.316,0.121,0.468,0.042,0.870,0.374
2018,27,27Q480,John Adams High School,2281,2.69,2.40,0.169,0.149,0.048,0.772,0.129,0.662,0.341,0.228,0.342,0.031,0.864,0.402
2018,27,27Q650,"High School for Construction Trades, Engineering a",1027,3.31,3.31,0.022,0.158,0.002,0.546,0.015,0.442,0.313,0.100,0.343,0.125,0.931,0.191
2018,28,28Q157,J.H.S. 157 Stephen A. Halsey,33,2.68,2.69,0.212,0.394,0.273,0.736,0.030,0.667,0.121,0.121,0.424,0.303,0.924,0.235
2018,28,28Q167,Metropolitan Expeditionary Learning School,458,3.05,2.75,0.002,0.197,0.048,0.549,0.035,0.461,0.170,0.194,0.400,0.168,0.927,0.243
2018,28,28Q284,York Early College Academy,359,3.47,3.54,0.003,0.084,0.000,0.500,0.033,0.398,0.292,0.510,0.086,0.019,0.944,0.153
2018,28,28Q310,Queens Collegiate: A College Board School,424,2.88,2.62,0.104,0.160,0.021,0.704,0.066,0.594,0.300,0.453,0.158,0.024,0.885,0.348
2018,28,28Q325,Hillside Arts & Letters Academy,467,2.77,2.39,0.137,0.186,0.017,0.716,0.073,0.617,0.225,0.413,0.272,0.015,0.866,0.342
2018,28,28Q328,High School for Community Leadership,469,2.79,2.57,0.154,0.162,0.004,0.701,0.092,0.576,0.235,0.348,0.275,0.053,0.865,0.461
2018,28,28Q350,Jamaica Gateway to the Sciences,511,2.95,2.93,0.114,0.145,0.000,0.676,0.114,0.571,0.391,0.368,0.131,0.025,0.909,0.262
2018,28,28Q440,Forest Hills High School,3783,3.25,3.24,0.077,0.146,0.046,0.587,0.044,0.474,0.238,0.081,0.348,0.297,0.902,0.252
2018,28,28Q505,Hillcrest High School,3367,2.87,2.64,0.162,0.114,0.037,0.731,0.089,0.608,0.300,0.290,0.334,0.037,0.853,0.356
2018,28,28Q620,Thomas A. Edison Career and Technical Education Hi,2133,3.43,3.40,0.024,0.128,0.051,0.608,0.037,0.523,0.468,0.190,0.233,0.044,0.930,0.178
2018,28,28Q680,Queens Gateway to Health Sciences Secondary School,410,3.58,3.52,0.020,0.112,0.010,0.535,0.020,0.439,0.444,0.288,0.120,0.049,0.950,0.124
2018,28,28Q686,Queens Metropolitan High School,1091,3.13,2.91,0.031,0.155,0.048,0.473,0.032,0.383,0.099,0.033,0.449,0.410,0.914,0.217
2018,28,28Q687,Queens High School for the Sciences at York Colleg,473,4.13,4.31,0.000,0.000,0.000,0.478,0.017,0.383,0.810,0.042,0.042,0.059,0.970,0.046
2018,28,28Q690,High School for Law Enforcement and Public Safety,498,2.65,2.38,0.056,0.185,0.064,0.713,0.086,0.641,0.100,0.616,0.227,0.020,0.897,0.322
2018,28,28Q896,"Young Women's Leadership School, Queens",319,3.35,2.99,0.016,0.166,0.003,0.571,0.060,0.467,0.313,0.476,0.110,0.038,0.932,0.207
2018,29,29Q243,Institute for Health Professions at Cambria Height,420,2.88,2.51,0.071,0.107,0.005,0.671,0.088,0.602,0.095,0.688,0.136,0.033,0.878,0.455
2018,29,29Q248,Queens Preparatory Academy,415,2.62,2.27,0.092,0.149,0.002,0.659,0.118,0.571,0.036,0.827,0.094,0.010,0.825,0.436
2018,29,29Q259,Pathways College Preparatory School: A College Boa,352,2.76,2.34,0.060,0.173,0.014,0.495,0.048,0.426,0.051,0.872,0.040,0.017,0.875,0.258
2018,29,29Q265,Excelsior Preparatory High School,483,2.70,2.32,0.058,0.141,0.017,0.575,0.087,0.497,0.027,0.807,0.093,0.017,0.869,0.371
2018,29,29Q272,George Washington Carver High School for the Scien,468,2.77,2.42,0.066,0.156,0.015,0.669,0.092,0.585,0.053,0.746,0.158,0.006,0.872,0.369
2018,29,29Q283,Preparatory Academy for Writers: A College Board S,406,2.95,2.63,0.015,0.163,0.002,0.536,0.052,0.461,0.025,0.921,0.039,0.002,0.860,0.369
2018,29,29Q313,Benjamin Franklin High School for Finance & Inform,397,2.68,2.38,0.118,0.164,0.038,0.688,0.123,0.572,0.154,0.625,0.149,0.025,0.862,0.440
2018,29,29Q326,Cambria Heights Academy,353,2.67,2.32,0.059,0.181,0.003,0.572,0.091,0.493,0.102,0.771,0.085,0.011,0.883,0.299
2018,29,29Q327,Eagle Academy for Young Men III,298,2.61,2.27,0.003,0.262,0.060,0.499,0.060,0.409,0.013,0.862,0.037,0.027,0.872,0.409
2018,29,29Q492,"Mathematics, Science Research and Technology Magne",415,2.72,2.49,0.075,0.106,0.005,0.684,0.106,0.588,0.137,0.663,0.135,0.017,0.837,0.459
2018,29,29Q498,Humanities & Arts Magnet High School,454,2.66,2.30,0.099,0.150,0.004,0.681,0.073,0.581,0.042,0.780,0.137,0.020,0.855,0.454
2018,30,30Q258,Energy Tech High School,511,3.06,3.02,0.029,0.170,0.000,0.611,0.041,0.519,0.174,0.100,0.550,0.133,0.921,0.237
2018,30,30Q286,"Young Women's Leadership School, Astoria",319,3.33,3.11,0.044,0.116,0.006,0.743,0.019,0.649,0.351,0.072,0.389,0.176,0.937,0.167
2018,30,30Q301,Academy for Careers in Television and Film,565,3.17,2.92,0.019,0.204,0.004,0.532,0.032,0.416,0.058,0.120,0.547,0.204,0.929,0.205
2018,30,30Q445,William Cullen Bryant High School,2394,2.87,2.74,0.168,0.140,0.049,0.792,0.080,0.678,0.264,0.069,0.498,0.148,0.874,0.328
2018,30,30Q450,Long Island City High School,2256,2.84,2.63,0.117,0.158,0.008,0.795,0.079,0.711,0.151,0.105,0.659,0.065,0.866,0.385
2018,30,30Q501,Frank Sinatra School of the Arts High School,831,3.65,3.51,0.005,0.159,0.000,0.394,0.018,0.292,0.107,0.148,0.350,0.363,0.928,0.196
2018,30,30Q502,Information Technology High School,1007,2.84,2.77,0.080,0.191,0.051,0.776,0.093,0.687,0.196,0.117,0.590,0.084,0.888,0.329
2018,30,30Q555,Newcomers High School,911,1.94,2.29,0.794,0.008,0.000,0.974,0.251,0.613,0.296,0.010,0.626,0.061,0.893,0.280
2018,30,30Q575,Academy of American Studies,1038,3.51,3.47,0.030,0.082,0.000,0.547,0.018,0.447,0.247,0.051,0.343,0.355,0.934,0.170
2018,30,30Q580,Baccalaureate School for Global Education,358,3.98,4.09,0.017,0.073,0.020,0.434,0.011,0.338,0.439,0.050,0.193,0.285,0.955,0.100
2018,31,31R028,The Eagle Academy for Young Men of Staten Island,40,2.57,2.25,0.050,0.425,0.050,0.736,0.125,0.575,0.100,0.525,0.275,0.100,0.913,0.244
2018,31,31R047,CSI High School for International Studies,495,3.48,3.33,0.002,0.154,0.004,0.358,0.010,0.271,0.143,0.081,0.196,0.560,0.949,0.112
2018,31,31R064,Gaynor McCown Expeditionary Learning School,439,3.14,2.87,0.005,0.253,0.055,0.357,0.014,0.255,0.027,0.077,0.221,0.651,0.905,0.267
2018,31,31R080,The Michael J. Petrides School,457,3.11,2.99,0.007,0.263,0.037,0.455,0.018,0.333,0.079,0.239,0.199,0.396,0.914,0.276
2018,31,31R440,New Dorp High School,3045,3.00,2.75,0.044,0.221,0.066,0.554,0.049,0.464,0.091,0.104,0.280,0.512,0.897,0.210
2018,31,31R445,Port Richmond High School,1549,2.83,2.52,0.079,0.262,0.088,0.715,0.098,0.620,0.072,0.229,0.440,0.241,0.849,0.392
2018,31,31R450,Curtis High School,2587,2.92,2.59,0.080,0.190,0.019,0.741,0.103,0.628,0.064,0.361,0.406,0.149,0.850,0.385
2018,31,31R455,Tottenville High School,3808,3.33,3.23,0.012,0.193,0.044,0.321,0.028,0.242,0.056,0.016,0.119,0.791,0.909,0.258
2018,31,31R460,Susan E. Wagner High School,3284,3.20,2.97,0.027,0.219,0.072,0.522,0.050,0.433,0.144,0.111,0.269,0.464,0.903,0.269
2018,31,31R600,Ralph R. McKee Career and Technical Education High,792,2.71,2.45,0.063,0.301,0.098,0.702,0.058,0.612,0.052,0.268,0.461,0.197,0.863,0.382
2018,31,31R605,Staten Island Technical High School,1320,4.16,4.32,0.000,0.012,0.000,0.360,0.009,0.253,0.484,0.008,0.028,0.448,0.964,0.070
2018,32,32K168,The Brooklyn School for Math and Research,269,2.83,2.76,0.097,0.190,0.011,0.820,0.126,0.729,0.056,0.468,0.405,0.048,0.904,0.290
2018,32,32K403,Academy for Environmental Leadership,272,2.41,2.10,0.375,0.232,0.022,0.903,0.213,0.750,0.037,0.176,0.750,0.037,0.790,0.605
2018,32,32K545,EBC High School for Public Service - Bushwick,498,2.55,2.23,0.211,0.225,0.000,0.919,0.120,0.853,0.008,0.088,0.882,0.018,0.843,0.527
2018,32,32K549,The Brooklyn School for Social Justice,364,2.45,2.14,0.324,0.217,0.000,0.916,0.173,0.813,0.011,0.190,0.755,0.030,0.774,0.657
2018,32,32K552,The Academy of Urban Planning and Engineering,197,2.32,2.22,0.259,0.223,0.005,0.909,0.152,0.802,0.010,0.173,0.787,0.020,0.912,0.267
2018,32,32K554,All City Leadership Secondary School,255,3.51,3.61,0.027,0.125,0.004,0.729,0.035,0.616,0.075,0.102,0.769,0.051,0.929,0.200
2018,32,32K556,Bushwick Leaders High School for Academic Excellen,281,2.45,2.13,0.267,0.270,0.014,0.922,0.217,0.826,0.007,0.171,0.797,0.011,0.823,0.566
2018,84,84K356,Achievement First Crown Heights Charter School,211,3.25,3.46,0.000,0.133,0.005,0.575,0.028,0.427,0.005,0.948,0.047,0.000,0.960,0.061
2018,84,84K357,KIPP AMP Charter School,170,2.97,3.09,0.012,0.153,0.000,0.706,0.112,0.547,0.000,0.888,0.059,0.000,0.924,0.228
2018,84,84K358,Achievement First East New York Charter School,145,3.47,3.54,0.028,0.090,0.014,0.686,0.055,0.531,0.014,0.690,0.276,0.007,0.959,0.074
2018,84,84K359,The Uft Charter School,266,2.61,2.18,0.053,0.083,0.000,0.811,0.139,0.699,0.023,0.737,0.222,0.008,0.851,0.474
2018,84,84K473,Williamsburg Charter High School,947,2.83,2.52,0.060,0.159,0.037,0.794,0.075,0.687,0.004,0.270,0.703,0.016,0.859,0.432
2018,84,84K508,Achievement First Endeavor Charter School,221,3.30,3.67,0.005,0.167,0.000,0.734,0.059,0.615,0.000,0.837,0.163,0.000,0.932,0.146
2018,84,84K517,Leadership Prep Bedford Stuyvesant Uncommon Prep C,325,3.16,3.40,0.018,0.108,0.015,0.724,0.062,0.588,0.003,0.754,0.151,0.012,,
2018,84,84K538,Achievement First Bushwick Charter School,220,3.53,3.92,0.023,0.068,0.000,0.734,0.018,0.609,0.000,0.432,0.568,0.000,0.967,0.027
2018,84,84K608,Kings Collegiate Charter School,116,3.10,3.53,0.000,0.138,0.000,0.832,0.078,0.776,0.000,0.802,0.181,0.000,0.956,0.120
2018,84,84K626,Achievement First Brownsville Charter School,189,3.26,3.35,0.011,0.127,0.011,0.671,0.063,0.519,0.016,0.868,0.090,0.000,0.951,0.106
2018,84,84K652,Brooklyn Ascend Charter School,248,2.87,2.65,0.024,0.161,0.004,0.685,0.040,0.569,0.004,0.887,0.101,0.000,0.956,0.080
2018,84,84K693,Northside Charter High School,410,2.87,2.54,0.066,0.200,0.005,0.767,0.054,0.661,0.015,0.146,0.759,0.061,0.934,0.186
2018,84,84K707,Brooklyn Prospect Charter School,415,3.20,3.17,0.010,0.173,0.002,0.447,0.034,0.325,0.080,0.135,0.398,0.328,,
2018,84,84K712,Excellence Girls Charter School,607,3.19,3.46,0.008,0.125,0.005,0.628,0.038,0.493,0.003,0.713,0.242,0.005,0.884,0.333
2018,84,84K730,Summit Academy Charter School,204,2.83,2.65,0.020,0.162,0.015,0.782,0.088,0.657,0.005,0.559,0.368,0.025,0.852,0.316
2018,84,84K733,"Math, Engineering, and Science Academy Charter Hig",471,2.76,2.55,0.106,0.132,0.004,0.822,0.064,0.732,0.019,0.110,0.794,0.017,0.936,0.192
2018,84,84K738,New Visions Charter High School for Advanced Math,404,2.88,2.68,0.042,0.126,0.002,0.644,0.050,0.532,0.047,0.777,0.101,0.017,0.928,0.214
2018,84,84K739,New Visions Charter High School for the Humanities,324,2.74,2.41,0.019,0.164,0.012,0.697,0.114,0.593,0.003,0.855,0.105,0.012,0.891,0.363
2018,84,84K744,Coney Island Preparatory Public Charter School,332,3.08,3.14,0.021,0.202,0.003,0.748,0.054,0.642,0.096,0.404,0.361,0.117,0.950,0.121
2018,84,84K757,Unity Prep Charter School,197,2.78,2.43,0.041,0.244,0.020,0.769,0.086,0.650,0.000,0.812,0.152,0.010,0.947,0.106
2018,84,84K775,Leadership Preparatory Ocean Hill Charter School,369,3.27,3.62,0.000,0.095,0.000,0.662,0.046,0.528,0.014,0.881,0.057,0.008,0.946,0.141
2018,84,84K803,Brooklyn LABÿCharter School,110,2.86,2.53,0.036,0.282,0.073,0.713,0.109,0.591,0.009,0.773,0.173,0.027,0.874,0.400
2018,84,84K892,Brooklyn Emerging Leaders Academy,64,2.88,2.46,0.031,0.250,0.016,0.752,0.156,0.625,0.000,0.828,0.156,0.016,0.983,0.000
2018,84,84M065,Democracy Prep Endurance Charter School,261,3.26,3.19,0.023,0.157,0.011,0.755,0.111,0.594,0.000,0.655,0.330,0.004,0.928,0.237
2018,84,84M068,KIPP Washington Heights Middle School,174,3.33,3.48,0.057,0.149,0.006,0.824,0.080,0.718,0.000,0.126,0.874,0.000,0.938,0.155
2018,84,84M279,The Opportunity Charter School,226,2.39,1.99,0.097,0.650,0.199,0.879,0.133,0.779,0.013,0.553,0.425,0.004,0.877,0.447
2018,84,84M284,Harlem Children's Zone Promise Academy 1 Charter S,274,2.97,2.94,0.011,0.131,0.004,0.791,0.062,0.675,0.004,0.861,0.095,0.007,0.934,0.164
2018,84,84M335,Harlem Village Academy Leadership Charter School,182,3.03,2.97,0.000,0.209,0.005,0.773,0.071,0.615,0.000,0.676,0.324,0.000,0.919,0.295
2018,84,84M336,KIPP Infinity Charter School,294,3.44,3.80,0.014,0.214,0.007,0.807,0.061,0.690,0.000,0.238,0.752,0.010,0.916,0.264
2018,84,84M341,Harlem Children's Zone Promise Academy II Charter,218,3.21,3.37,0.009,0.110,0.000,0.786,0.078,0.670,0.009,0.862,0.110,0.009,0.927,0.205
2018,84,84M350,Democracy Prep Charter School,373,3.30,3.54,0.038,0.121,0.008,0.762,0.083,0.625,0.011,0.646,0.316,0.011,0.932,0.159
2018,84,84M351,Success Academy Charter School - Harlem 1,343,3.86,4.01,0.000,0.125,0.006,0.675,0.017,0.519,0.003,0.761,0.204,0.012,,
2018,84,84M353,New Heights Academy Charter School,383,2.89,2.54,0.070,0.131,0.000,0.894,0.099,0.820,0.000,0.029,0.971,0.000,0.924,0.201
2018,84,84M382,DREAM Charter School,98,2.76,2.54,0.031,0.224,0.000,0.847,0.143,0.704,0.041,0.235,0.684,0.031,0.950,0.178
2018,84,84M385,Success Academy Charter School - Harlem 3,106,3.82,3.81,0.000,0.142,0.000,0.723,0.047,0.557,0.000,0.792,0.198,0.000,,
2018,84,84M433,Renaissance Charter High School for Innovation,445,2.50,2.21,0.115,0.339,0.052,0.886,0.130,0.789,0.009,0.425,0.555,0.004,0.883,0.364
2018,84,84M478,Inwood Academy for Leadership Charter School,420,2.77,2.75,0.112,0.210,0.010,0.822,0.074,0.700,0.000,0.064,0.924,0.005,0.917,0.268
2018,84,84M481,Democracy Prep Harlem Charter School,302,3.06,3.17,0.040,0.152,0.020,0.759,0.083,0.623,0.003,0.603,0.354,0.010,0.925,0.262
2018,84,84M522,Broome Street Academy Charter School,330,2.72,2.43,0.036,0.242,0.006,0.774,0.176,0.655,0.012,0.555,0.358,0.021,0.759,0.738
2018,84,84M708,Harlem Prep Charter School,194,3.03,2.98,0.036,0.206,0.036,0.806,0.124,0.665,0.005,0.598,0.392,0.005,0.942,0.141
2018,84,84M709,Harlem Village Academy Charter School,185,2.90,3.03,0.016,0.178,0.011,0.711,0.081,0.524,0.000,0.805,0.184,0.005,0.926,0.230
2018,84,84M726,KIPP STAR College Prep Charter School,253,3.11,3.15,0.028,0.257,0.000,0.757,0.028,0.621,0.008,0.490,0.466,0.012,0.933,0.186
2018,84,84Q320,New Visions Charter High School for Advanced Math,373,2.82,2.56,0.040,0.180,0.043,0.541,0.059,0.440,0.083,0.710,0.158,0.013,0.939,0.196
2018,84,84Q373,New Visions Charter High School for the Humanities,86,2.74,2.37,0.023,0.244,0.023,0.728,0.116,0.651,0.058,0.593,0.209,0.047,0.915,0.296
2018,84,84Q705,Renaissance Charter School,212,3.17,3.13,0.028,0.146,0.009,0.568,0.033,0.443,0.179,0.099,0.623,0.094,0.940,0.174
2018,84,84R067,John W. Lavelle Preparatory Charter School,197,2.75,2.61,0.020,0.376,0.000,0.619,0.030,0.497,0.041,0.325,0.477,0.137,0.900,0.391
